ENGL1001	(3)	ENGLISH COMP	702092	CLER	LE	MW     	12:00p - 1:20p	CI	Ecker, J.	05/09/2016 - 08/06/2016
ENGL1001	(3)	ENGLISH COMP	702093	CLER	LE	M      	6:00p - 8:50p	CI	Dorhout, K.	05/09/2016 - 08/06/2016
ENGL1001	(3)	ENGLISH COMP	702094	CLER	LE	T      	6:00p - 8:50p	CI	Dorhout, K.	05/09/2016 - 08/06/2016
ENGL1001	(3)	ENGLISH COMP	702096	CLER	LE	W      	6:00p - 8:50p	CI	Brogden, C.	05/09/2016 - 08/06/2016
ENGL1001	(3)	ENGLISH COMP	702097	OT	TBA	WB	Li, C.	05/09/2016 - 08/06/2016
ENGL1001	(3)	ENGLISH COMP	702102	OT	TBA	WB	Mast, E.	05/09/2016 - 08/06/2016
ENGL1001	(3)	ENGLISH COMP	702103	OT	TBA	WB	Watson, Y.	05/09/2016 - 08/06/2016
ENGL2009	(3)	AMERICAN AUTHORS	THE GREAT NOVELS	703023	WEST	LE	W      	6:00p - 8:50p	CI	Skinner, W.	05/09/2016 - 08/06/2016
ENGL2011	(3)	INTRO CREA WRIT FIC	702117	OT	TBA	WB	Hampton, M.	05/09/2016 - 08/06/2016
ENGL2015	(3)	INTRO SCREENWRT	701908	LE	TBA	WB	Peynado, B.	05/09/2016 - 08/06/2016
ENGL2075	(3)	INTRO TO LIT	702118	OT	TBA	WB	Li, C.	05/09/2016 - 08/06/2016
ENGL2089	(3)	INTERMEDIATE COMP	701910	WEST	LE	MWF    	9:15a - 10:15a	CI	Araguz, J.	05/09/2016 - 08/06/2016
ENGL2089	(3)	INTERMEDIATE COMP	701912	LE	TBA	WB	Dale, D.	05/09/2016 - 08/06/2016
ENGL2089	(3)	INTERMEDIATE COMP	701916	H	WEST	LE	TR     	3:30p - 4:50p	CI	Race, K.	05/09/2016 - 08/06/2016
ENGL2089	(3)	INTERMEDIATE COMP	702114	LE	TBA	WB	Ellenberger, J.	05/09/2016 - 08/06/2016
ENGL2089	(3)	INTERMEDIATE COMP	702115	LE	TBA	WB	Shivener, R.	05/09/2016 - 08/06/2016
ENGL2089	(3)	INTERMEDIATE COMP	702119	LE	TBA	WB	Watson, S.	05/09/2016 - 08/06/2016
ENGL2089	(3)	INTERMEDIATE COMP	702120	LE	TBA	WB	Smith, A.	05/09/2016 - 08/06/2016
ENGL2089	(3)	INTERMEDIATE COMP	702121	LE	TBA	WB	Workman, S.	05/09/2016 - 08/06/2016
ENGL2089	(3)	INTERMEDIATE COMP	702125	CLER	LE	MW     	12:00p - 1:20p	CI	Mahoney, C.	05/09/2016 - 08/06/2016
ENGL2089	(3)	INTERMEDIATE COMP	702126	CLER	LE	TR     	12:00p - 1:20p	CI	Stewart, H.	05/09/2016 - 08/06/2016
ENGL2089	(3)	INTERMEDIATE COMP	702127	CLER	LE	M      	6:00p - 8:50p	CI	Hill, S.	05/09/2016 - 08/06/2016
ENGL2089	(3)	INTERMEDIATE COMP	702128	CLER	LE	T      	6:00p - 8:50p	CI	Kopcha, H.	05/09/2016 - 08/06/2016
ENGL2089	(3)	INTERMEDIATE COMP	702132	OT	TBA	WB	Chatterjee, A.	05/09/2016 - 08/06/2016
ENGL2089	(3)	INTERMEDIATE COMP	702133	OT	TBA	WB	Shepherd, M.	05/09/2016 - 08/06/2016
ENGL3071	(3)	TECH WRITING	702135	OT	TBA	WB	Thompson, J.	05/09/2016 - 08/06/2016
ENGL4092	(3)	TECH/SCI WRITING	702178	WEST	LE	R      	11:30a - 1:00p	CI	Golding, I.	IS	TBA	WB	05/09/2016 - 08/06/2016
ENGL4092	(3)	TECH/SCI WRITING	702179	WEST	LE	TR     	9:45a - 11:15a	CI	Herald Koster, J.	05/09/2016 - 08/06/2016
ENGL4092	(3)	TECH/SCI WRITING	702180	LE	TBA	WB	Specter, M.	05/09/2016 - 08/06/2016
ENGL4092	(3)	TECH/SCI WRITING	702181	LE	TBA	WB	Specter, M.	05/09/2016 - 08/06/2016
ENGL4092	(3)	TECH/SCI WRITING	702698	LE	TBA	WB	Singleton, M.	05/09/2016 - 08/06/2016
ENGL4092	(3)	TECH/SCI WRITING	702944	WEST	LE	R      	6:00p - 9:00p	CI	Rosselot-Merritt, J.	05/09/2016 - 08/06/2016
ENTR2001	(3)	ESSENTIAL ENTREP	700084	WEST	LE	TR     	3:00p - 4:30p	CI	Meyers, R.	05/09/2016 - 08/06/2016
ENTR3015	(3)	DIGITAL ENTREPREN	700085	WEST	LE	W      	6:00p - 9:00p	CI	Nelson, T.	05/09/2016 - 08/06/2016
ENTR3071	(3)	BUS STARTUP EXP	700086	WEST	LE	M      	6:00p - 9:00p	CI	Nelson, T.	05/09/2016 - 08/06/2016
ENTR5093	(1-6)	SPEC TOPICS ENTR	TECH COMMERCIAL	700087	WEST	LE	R      	6:00p - 9:00p	CI	DuVal, D.	05/09/2016 - 08/06/2016
ENTR5099	(1-6)	INDEP STUDY ENTR	700088	IS	TBA	IN	Dalziel, T.	05/09/2016 - 08/06/2016
ENTR7015	(3G)	ENTREP & E-BUS	700089	WEST	LE	W      	6:00p - 9:00p	CI	Nelson, T.	05/09/2016 - 08/06/2016
ENV7091	(1-15G)	MA THESIS RESEARCH	702091	IS	TBA	IN	Genter, M.	05/09/2016 - 08/06/2016
ENV8091	(1-15G)	RESEARCH	702095	IS	TBA	IN	Genter, M.	05/09/2016 - 08/06/2016
ENV9091	(1-15G)	PHD DISS RESEARCH	702098	IS	TBA	IN	Genter, M.	05/09/2016 - 08/06/2016
ENVE4010L	(2)	ENV RAD MEASURMENTS	700210	WEST	LB	R      	11:30a - 2:30p	CI	Sorial, G.	05/09/2016 - 08/06/2016
ENVE4010L	(2)	ENV RAD MEASURMENTS	700214	WEST	LB	R      	8:00a - 11:00a	CI	Sorial, G.	05/09/2016 - 08/06/2016
ESL1069	(3)	SUCCESS UG ACAD WRI	702106	LE	TBA	WB	Pollock, A.	05/09/2016 - 08/06/2016
ESL1069	(3)	SUCCESS UG ACAD WRI	702107	LE	TBA	WB	Hale, R.	05/09/2016 - 08/06/2016
ESL1070	(3)	INTRO ENG COMP INTL	702108	LE	TBA	WB	Spetz, A.	05/09/2016 - 08/06/2016
ESL1070	(3)	INTRO ENG COMP INTL	702109	LE	TBA	WB	Spetz, A.	05/09/2016 - 08/06/2016
ESL1080	(3)	ENG COMP INTL STU	702110	LE	TBA	WB	Menz, W.	05/09/2016 - 08/06/2016
ESL1080	(3)	ENG COMP INTL STU	702111	LE	TBA	WB	Menz, W.	05/09/2016 - 08/06/2016
ESL2089	(3)	INTER COMP INTL ST	702112	LE	TBA	WB	Frasch, P.	05/09/2016 - 08/06/2016
ESL2089	(3)	INTER COMP INTL ST	702113	LE	TBA	WB	Frasch, P.	05/09/2016 - 08/06/2016
EUST3065	(3)	EU PERSPECTIVES	701330	OT	TBA	IN	Vialet, M.	05/09/2016 - 08/06/2016
EUST5001	(3)	CAPSTONE EURO STUD	701331	IS	TBA	IN	Vialet, M.	05/09/2016 - 08/06/2016
EUST5001	(3)	CAPSTONE EURO STUD	701332	OT	TBA	IN	Vialet, M.	05/09/2016 - 08/06/2016
EVST4067	(3)	ENVIRONMENTAL COMM	701960	LE	TBA	WB	Depoe, S.	05/09/2016 - 08/06/2016
EVST5000	(1-4)	ENV STUD INTERNSHIP	701955	N 	PR	TBA	IN	Shann, J.	05/09/2016 - 08/06/2016
EVST5025	(3-4)	RSCH ENV STUD	701956	R 	PR	TBA	IN	Shann, J.	05/09/2016 - 08/06/2016
FAA1029	(3)	BASICWHEEL	702563	WEST	ST	MW     	8:00a - 10:50a	CI	Klimesh, C.	05/09/2016 - 08/06/2016
FAA1035	(3)	BASIC VIDEO PRODUCT	702700	WEST	ST	TR     	2:00p - 4:50p	CI	Marko, A.	05/09/2016 - 08/06/2016
FAA1036	(3)	BASIC SCULPTURE	702565	WEST	ST	TR     	8:00a - 10:50a	CI	Jones, M.	05/09/2016 - 08/06/2016
FAA2012	(3)	INTRO WHEELTHROWING	702562	WEST	ST	MW     	8:00a - 10:50a	CI	Klimesh, C.	05/09/2016 - 08/06/2016
FAA2061	(3)	INTRO SCULPTURE	702564	WEST	ST	TR     	8:00a - 10:50a	CI	Jones, M.	05/09/2016 - 08/06/2016
FAA2074	(3)	INTRO PHOTO DSLR	702559	WEST	ST	MW     	11:00a - 1:50p	CI	Wilson, C.	05/09/2016 - 08/06/2016
FAA6080	(1-4*)	STUDIO RSRCH ASSIST	702576	SP	TBA	IN	Bonansinga, K.	05/09/2016 - 08/06/2016
FAA6081	(1-4*)	PROF INTERNSHIP	702579	SP	TBA	IN	Bonansinga, K.	05/09/2016 - 08/06/2016
FAM2005	(3)	MUSIC APP ONLINE	701054	LE	TBA	WB	Pratt, H.	05/09/2016 - 08/06/2016
FAM2025	(3)	WOMEN IN MUSIC	703021	H	WEST	LE	MWF    	9:15a - 10:15a	CI	Smith, J.	05/09/2016 - 08/06/2016
FAM2061	(3)	MUSC OF THE BEATLES	701029	LE	TBA	WB	Klug, R.	05/09/2016 - 08/06/2016
FAM2061	(3)	MUSC OF THE BEATLES	701030	LE	TBA	WB	Klug, R.	05/09/2016 - 08/06/2016
FAM2062	(2-3)	HOT POPULAR MUSIC	702714	LE	TBA	WB	Adams, C.	05/09/2016 - 08/06/2016
FAM2062	(2-3)	HOT POPULAR MUSIC	702715	LE	TBA	WB	Adams, C.	05/09/2016 - 08/06/2016
FASH2001	(3)	FASH DRAW 2	702801	WEST	LB	MW     	3:00p - 6:15p	CI	Wilson, R.	05/09/2016 - 08/06/2016
FASH2001	(3)	FASH DRAW 2	702802	WEST	LB	MW     	8:00a - 11:15a	CI	Wilson, R.	05/09/2016 - 08/06/2016
FASH2001	(3)	FASH DRAW 2	702803	WEST	LB	TR     	8:00a - 11:15a	CI	Green, J.	05/09/2016 - 08/06/2016
FASH2011	(3)	DRAPE 1	702804	WEST	LB	MW     	8:00a - 11:15a	CI	Kubley, A.	05/09/2016 - 08/06/2016
FASH2011	(3)	DRAPE 1	702805	WEST	LB	MW     	11:30a - 2:45p	CI	Kubley, A.	05/09/2016 - 08/06/2016
FASH2011	(3)	DRAPE 1	702806	WEST	LB	MW     	11:30a - 2:45p	CI	Wright, M.	05/09/2016 - 08/06/2016
FASH2021	(3)	FASH DES 1	702808	WEST	LB	MW     	11:30a - 2:45p	CI	Hoh, Z.	05/09/2016 - 08/06/2016
FASH2021	(3)	FASH DES 1	702809	WEST	LB	MW     	3:00p - 6:15p	CI	Hoh, Z.	05/09/2016 - 08/06/2016
FASH2021	(3)	FASH DES 1	702810	WEST	LB	TR     	8:00a - 11:15a	CI	Sarofeen, G.	05/09/2016 - 08/06/2016
FASH2071	(3)	FASH MKTG BRND DEV	702811	WEST	LB	TR     	3:00p - 4:30p	CI	Green, J.	05/09/2016 - 08/06/2016
FASH2081	(3)	HIST FASH 2	702812	WEST	LE	TR     	11:30a - 1:00p	CI	Sarofeen, G.	05/09/2016 - 08/06/2016
FASH4000	(3)	DES COMM 3	702829	WEST	LB	MW     	3:00p - 6:15p	CI	Sarofeen, G.	05/09/2016 - 08/06/2016
FASH4000	(3)	DES COMM 3	702830	WEST	LB	MW     	11:30a - 2:45p	CI	Hall, H.	05/09/2016 - 08/06/2016
FASH4000	(3)	DES COMM 3	702831	WEST	LB	MW     	3:00p - 6:15p	CI	Hall, H.	05/09/2016 - 08/06/2016
FASH4010	(3)	KNIT	702834	WEST	LB	MW     	8:00a - 11:15a	CI	Commons, L.	05/09/2016 - 08/06/2016
FASH4010	(3)	KNIT	702835	WEST	LB	MW     	3:00p - 6:15p	CI	Commons, L.	05/09/2016 - 08/06/2016
FASH4010	(3)	KNIT	702836	WEST	LB	MW     	11:30a - 2:45p	CI	Commons, L.	05/09/2016 - 08/06/2016
FASH4020	(3)	ENTRP	702841	WEST	LB	TR     	11:30a - 2:45p	CI	Hall, H.	05/09/2016 - 08/06/2016
FASH4020	(3)	ENTRP	702842	WEST	LB	TR     	11:30a - 2:45p	CI	Kubley, A.	05/09/2016 - 08/06/2016
FASH4020	(3)	ENTRP	702843	WEST	LB	TR     	11:30a - 2:45p	CI	Firestone, A.	05/09/2016 - 08/06/2016
FILM4005	(3)	ADV FILMMEDIA TOPIC	703326	WEST	SE	T      	6:00p - 8:50p	CI	Greinacher, U.	May 11 - Aug 06	05/09/2016 - 08/06/2016
FIN2050	(3)	FUND OF BUS FINANCE	702236	OT	TBA	WB	Joshi, A.	05/09/2016 - 08/06/2016
FIN2081	(3)	PERS FINANCE	700091	WEST	LE	W      	6:00p - 9:00p	CI	Keller, K.	05/09/2016 - 08/06/2016
FIN2081	(3)	PERS FINANCE	702238	OT	TBA	WB	Stout, A.	05/09/2016 - 08/06/2016
FIN3080C	(3)	BUS FINANCE	700092	WEST	LE	MWF    	1:00p - 2:00p	CI	Li, X.	05/09/2016 - 08/06/2016
FIN3080C	(3)	BUS FINANCE	700093	WEST	LE	MWF    	9:15a - 10:15a	CI	Ferguson, M.	05/09/2016 - 08/06/2016
FIN3080C	(3)	BUS FINANCE	700094	WEST	LE	TR     	11:30a - 1:00p	CI	Pai, Y.	05/09/2016 - 08/06/2016
FIN3080C	(3)	BUS FINANCE	700095	WEST	LE	MWF    	2:15p - 3:15p	CI	Yoon, J.	05/09/2016 - 08/06/2016
FIN4001	(3)	CORPORATE FINANCE	700096	WEST	LE	MWF    	9:15a - 10:15a	CI	Zheng, S.	05/09/2016 - 08/06/2016
FIN4011	(3)	INVMTS	700097	WEST	LE	TR     	9:45a - 11:15a	CI	Joyce, C.	05/09/2016 - 08/06/2016
FIN4041	(3)	FINANCIAL MODELING	700099	WEST	LE	TR     	11:30a - 1:00p	CI	Gao, Y.	05/09/2016 - 08/06/2016
FIN4081C	(1)	JOHNSON, JR ANALYST	700101	R	IS	TBA	IN	Neugent, M.	05/09/2016 - 08/06/2016
FIN4082C	(1)	JOHNSON, SR ANALYST	700102	R	IS	TBA	IN	Neugent, M.	05/09/2016 - 08/06/2016
FIN4083C	(1)	JOHNSON FUND, PM	700103	R	IS	TBA	IN	Neugent, M.	05/09/2016 - 08/06/2016
FIN5099	(1-6)	INDEP STUDY IN FIN	703302	IS	TBA	IN	Slezak, S.	05/09/2016 - 08/06/2016
FIN7014	(3G)	FINANCIAL  MGMT	700106	OT	TBA	WB	Ferguson, M.	05/09/2016 - 08/06/2016
FIN7090	(1G)	IND PRACTICUM I	700109	IS	TBA	IN	Neugent, M.	05/09/2016 - 08/06/2016
FIN9025	(3G)	RES COLLOQUIUM FIN	700110	IS	TBA	IN	Guo, H.	05/09/2016 - 08/06/2016
FIN9071	(1-12G)	RESEARCH IN FINANCE	700111	IS	TBA	IN	Hatch, B.	05/09/2016 - 08/06/2016
FIN9091	(1-12G)	PHD DISS RESEARCH	700112	IS	TBA	IN	Hatch, B.	05/09/2016 - 08/06/2016
FREN3061	(3-4)	STUDY TOUR FRANCE	701405	OT	TBA	IN	Jezequel, A.	05/09/2016 - 08/06/2016
FREN5001	(1)	FREN CAPSTONE	701406	IS	TBA	IN	Bryant, C.	05/09/2016 - 08/06/2016
FREN5011	(1-15)	INDEP STUDY FRENCH	701407	IS	TBA	IN	Bryant, C.	05/09/2016 - 08/06/2016
FREN8010	(4G)	INDEPENDENT STUDY	701904	IS	TBA	IN	Gott, M.	05/09/2016 - 08/06/2016
FREN8090	(1-6G)	GRADUATE RESEARCH	701905	IS	TBA	IN	Gott, M.	05/09/2016 - 08/06/2016
FREN9090	(1-12G)	DOC DISS RESEARCH	701907	IS	TBA	IN	Gott, M.	05/09/2016 - 08/06/2016
GC7032	(1-3G)	SUMMER PRACTICUM	702292	CL	TBA	IN	Wusik, K.	05/09/2016 - 08/06/2016
GC7040	(1G)	NEUROGENETICS	702301	IS	TBA	WB	Atzinger, C.	05/09/2016 - 08/06/2016
GC7050	(3G)	EMBRYOLOGY	702293	LE	TBA	WB	Lowrie, D.	05/09/2016 - 08/06/2016
GC7070	(1-6G)	IND STUDY GEN COUNS	702297	IS	TBA	IN	Myers, M.	05/09/2016 - 08/06/2016
GC7080	(2G)	TERATOLOGY	702295	LE	TBA	WB	Lowrie, D.	05/09/2016 - 08/06/2016
GC8050	(1-6G)	THESIS RESEARCH	702962	IS	TBA	IN	Myers, M.	05/09/2016 - 08/06/2016
GC8060	(1G)	LABORATORY GC	702298	IS	TBA	WB	Atzinger, C.	05/09/2016 - 08/06/2016
GEOL1003	(3)	PHYSICAL GEOLOGY	703242	OT	TBA	WB	Staff	05/09/2016 - 08/06/2016
GEOL1005	(3)	ENV GEOL	703243	OT	TBA	WB	Staff	05/09/2016 - 08/06/2016
GRCD2001	(3)	DES ID 2	701173	WEST	LB	MW     	8:00a - 11:15a	CI	Timney, T.	05/09/2016 - 08/06/2016
GRCD2001	(3)	DES ID 2	701174	WEST	LB	TR     	11:30a - 2:45p	CI	Beckmeyer, C.	05/09/2016 - 08/06/2016
GRCD2001	(3)	DES ID 2	701175	WEST	LB	MW     	11:30a - 2:45p	CI	Timney, T.	05/09/2016 - 08/06/2016
GRCD2001	(3)	DES ID 2	701176	WEST	LB	TR     	8:00a - 11:15a	CI	Beckmeyer, C.	05/09/2016 - 08/06/2016
GRCD2011	(3)	PHOTO DES 2	701177	WEST	LB	MW     	11:30a - 2:45p	CI	France, M.	05/09/2016 - 08/06/2016
GRCD2011	(3)	PHOTO DES 2	701178	WEST	LB	MW     	3:00p - 6:15p	CI	Walsh, A.	05/09/2016 - 08/06/2016
GRCD2011	(3)	PHOTO DES 2	701179	WEST	LB	TR     	8:00a - 11:15a	CI	France, M.	05/09/2016 - 08/06/2016
GRCD2011	(3)	PHOTO DES 2	701180	WEST	LB	MW     	8:00a - 11:15a	CI	France, M.	05/09/2016 - 08/06/2016
GRCD2021	(3)	TYPE 3	701181	WEST	LB	TR     	3:00p - 6:15p	CI	Carpenter Fearing, M.	05/09/2016 - 08/06/2016
GRCD2021	(3)	TYPE 3	701182	WEST	LB	TR     	3:00p - 6:15p	CI	Bambach, L.	05/09/2016 - 08/06/2016
GRCD2021	(3)	TYPE 3	701183	WEST	LB	TR     	11:30a - 2:45p	CI	Bittman, D.	05/09/2016 - 08/06/2016
GRCD2021	(3)	TYPE 3	701184	WEST	LB	TR     	11:30a - 2:45p	CI	Carpenter Fearing, M.	05/09/2016 - 08/06/2016
GRCD2050	(3)	KIN COMM	701256	WEST	LB	TR     	11:30a - 2:45p	CI	Verba, E.	05/09/2016 - 08/06/2016
GRCD2050	(3)	KIN COMM	701257	WEST	LB	MW     	8:00a - 11:15a	CI	Dunne, T.	05/09/2016 - 08/06/2016
GRCD2050	(3)	KIN COMM	701258	WEST	LB	MW     	3:00p - 6:15p	CI	Burke, Y.	05/09/2016 - 08/06/2016
GRCD2050	(3)	KIN COMM	701259	WEST	LB	MW     	11:30a - 2:45p	CI	Burke, Y.	05/09/2016 - 08/06/2016
GRCD4010	(3)	DES METH 2	701260	WEST	LB	MW     	8:00a - 11:15a	CI	Hafer, S.	05/09/2016 - 08/06/2016
GRCD4010	(3)	DES METH 2	701261	WEST	LB	MW     	8:00a - 11:15a	CI	Bellomy, I.	05/09/2016 - 08/06/2016
GRCD4010	(3)	DES METH 2	701262	WEST	LB	MW     	3:00p - 6:15p	CI	Timney, T.	05/09/2016 - 08/06/2016
GRCD4010	(3)	DES METH 2	701263	WEST	LB	MW     	3:00p - 6:15p	CI	Bellomy, I.	05/09/2016 - 08/06/2016
GRCD4020	(3)	DES SYS 2	701343	WEST	LB	TR     	5:30p - 8:45p	CI	Staff	05/09/2016 - 08/06/2016
GRCD4020	(3)	DES SYS 2	701344	WEST	LB	TR     	5:30p - 8:45p	CI	Staff	05/09/2016 - 08/06/2016
GRCD4020	(3)	DES SYS 2	701345	WEST	LB	TR     	5:30p - 8:45p	CI	Staff	05/09/2016 - 08/06/2016
GRCD4020	(3)	DES SYS 2	701346	WEST	LB	TR     	5:30p - 8:45p	CI	Staff	05/09/2016 - 08/06/2016
GRCD4042	(3)	PRINT DES 2	701347	WEST	LB	MW     	8:00a - 11:15a	CI	Verba, E.	05/09/2016 - 08/06/2016
GRCD4042	(3)	PRINT DES 2	701348	WEST	LB	MW     	11:30a - 2:45p	CI	Verba, E.	05/09/2016 - 08/06/2016
GRCD4052	(3)	TIME DES 2	702993	WEST	LB	MW     	11:30a - 2:45p	CI	Hafer, S.	05/09/2016 - 08/06/2016
GRCD4062	(3)	INTER DES 2	702994	WEST	LB	MW     	11:30a - 2:45p	CI	Bellomy, I.	05/09/2016 - 08/06/2016
HARP6000	(4*)	HARP MAJOR SUMMER	702558	LE	TBA	CI	Sella, G.	05/09/2016 - 08/06/2016
HCA7082	(1-3G)	GUIDED STUDY IN HSM	703323	LE	TBA	WB	Murdock, J.	05/09/2016 - 08/06/2016
HCA7099	(1-6G)	HSM CAPSTONE	702720	LE	TBA	WB	York, K.	05/09/2016 - 08/06/2016
HCMT1001	(3)	MED TERM HLTH PROF	702242	OT	TBA	WB	Lankisch, K.	05/09/2016 - 08/06/2016
HCMT1001	(3)	MED TERM HLTH PROF	702243	OT	TBA	WB	Staff	05/09/2016 - 08/06/2016
HCMT1010C	(3)	CPT CODING	702244	OT	TBA	WB	Robbins, R.	05/09/2016 - 08/06/2016
HCMT1015C	(3)	ICD CODING	702245	OT	TBA	WB	Staff	05/09/2016 - 08/06/2016
HCMT1020C	(3)	HEALTH RECORD	702246	OT	TBA	WB	Foltz, D.	05/09/2016 - 08/06/2016
HCMT2001C	(3)	REIMBURSEMENT HC	702247	OT	TBA	WB	Gyan, A.	05/09/2016 - 08/06/2016
HCMT2012	(3)	MED ETHICS LEGAL IS	702248	OT	TBA	WB	Lankisch, K.	05/09/2016 - 08/06/2016
HCMT2015C	(3)	HEALTHCARE APPS	702239	OT	TBA	WB	Gyan, A.	05/09/2016 - 08/06/2016
HCMT2020	(3)	HIT ADMIN	702249	OT	TBA	WB	Foltz, D.	05/09/2016 - 08/06/2016
HCMT2025C	(3)	ADV CODING	702250	OT	TBA	WB	Staff	05/09/2016 - 08/06/2016
HCMT2030C	(3)	HIT PRACTICUM	702241	OT	TBA	WB	Foltz, D.	05/09/2016 - 08/06/2016
HFL1040C	(1)	TENNIS I	700447	WEST	LB	MW     	10:10a - 11:00a	CI	Staff	05/09/2016 - 08/06/2016
HFL1040C	(1)	TENNIS I	703213	WEST	LB	TR     	9:10a - 10:00a	CI	Staff	05/09/2016 - 08/06/2016
HFL1052C	(1)	GROUP FITNESS	703203	WEST	LB	MW     	4:00p - 5:00p	CI	Staff	05/09/2016 - 08/06/2016
HFL1053C	(1)	PHYS CONDITIONING	703204	WEST	LB	TR     	10:00a - 11:00a	CI	Staff	05/09/2016 - 08/06/2016
HFL1053C	(1)	PHYS CONDITIONING	703205	WEST	LB	MW     	1:00p - 2:00p	CI	Staff	05/09/2016 - 08/06/2016
HFL1053C	(1)	PHYS CONDITIONING	703206	WEST	LB	TR     	1:00p - 2:00p	CI	Staff	05/09/2016 - 08/06/2016
HFL1054	(1)	MARATHON TRAINING	700330	IS	TBA	WB	Staff	05/09/2016 - 08/06/2016
HFL1055C	(1)	WALKING FOR FITNESS	703207	WEST	LB	MW     	9:00a - 10:00a	CI	Staff	05/09/2016 - 08/06/2016
HFL1055C	(1)	WALKING FOR FITNESS	703208	WEST	LB	TR     	11:00a - 12:00p	CI	Staff	05/09/2016 - 08/06/2016
HFL1062C	(1)	YOGA	703209	WEST	LB	MW     	1:00p - 2:00p	CI	Staff	05/09/2016 - 08/06/2016
HFL1062C	(1)	YOGA	703210	WEST	LB	MW     	2:00p - 3:00p	CI	Staff	05/09/2016 - 08/06/2016
HFL1062C	(1)	YOGA	703211	WEST	LB	TR     	8:00a - 9:00a	CI	Staff	05/09/2016 - 08/06/2016
HFL1062C	(1)	YOGA	703212	WEST	LB	TR     	9:00a - 10:00a	CI	Staff	05/09/2016 - 08/06/2016
HFL1091	(1)	LIFESTYLE HLTH  FIT	700331	LE	TBA	WB	Staff	05/09/2016 - 08/06/2016
HFL1093	(1)	WEIGHT CONTROL	700333	LE	TBA	WB	Staff	05/09/2016 - 08/06/2016
HFL1094	(1)	STRESS MANAGEMENT	700335	LE	TBA	WB	Staff	05/09/2016 - 08/06/2016
HFL1095	(1)	HUMAN SEX AWARENESS	700338	LE	TBA	WB	Staff	05/09/2016 - 08/06/2016
HFL2001	(3)	SOC HIST BASEBALL	700339	SP	TBA	WB	Staff	05/09/2016 - 08/06/2016
HFL2004	(3)	SPORT AND COMMUNITY	700345	LE	TBA	WB	Staff	05/09/2016 - 08/06/2016
HFL2005	(3)	PHILOS OF SPORTS	700343	LE	TBA	WB	Staff	05/09/2016 - 08/06/2016
HIM5005	(7-10)	CAPST / PRACT	700381	LE	TBA	WB	Patton, M.	05/09/2016 - 08/06/2016
HIST1001	(3)	U.S. HIST I	701857	LE	TBA	WB	Hall, M.	05/09/2016 - 08/06/2016
HIST1002	(3)	US HIST II	701858	LE	TBA	WB	McGee, N.	05/09/2016 - 08/06/2016
HIST1005	(3)	EURO HIST I	702198	WEST	LE	MWF    	9:15a - 10:15a	CI	Smith, K.	05/09/2016 - 08/06/2016
HIST1007	(3)	MIDEAST HIST I	701959	LE	TBA	WB	Mincey, M.	05/09/2016 - 08/06/2016
HIST2002	(3)	MED EUR 400-1100	702807	LE	TBA	WB	Todorova, E.	05/09/2016 - 08/06/2016
HIST2056	(3)	U.S. WOM 1890-2000	701968	WEST	LE	TR     	9:00a - 10:30a	CI	McClanahan, A.	05/09/2016 - 08/06/2016
HLSC2012	(2)	MEDICAL TERMINOLOGY	702672	LE	TBA	WB	Metz, K.	May 09 - Aug 06	05/09/2016 - 08/06/2016
HLTH3098	(3)	RES MTHDS HLTH SCI	703318	LE	TBA	WB	Redle, E.	05/09/2016 - 08/06/2016
HNPL2032	(3)	AM BUS AND REGUL	703147	WEST	LE	T      	6:00p - 9:00p	CI	Flaherty, B.	05/09/2016 - 08/06/2016
HNPL3032	(3)	HNPL BUS ETHICS	703148	WEST	LE	T      	1:15p - 4:15p	CI	Ricketts, J.	05/09/2016 - 08/06/2016
HNRS3064	(3)	ENVISIONING CITY	702989	H	WEST	SE	TR     	3:30p - 4:50p	CI	Grace, K.	05/09/2016 - 08/06/2016
HNRS3098	(1-6)	INDEPENDENT STUDY	702988	H	IS	TBA	IN	Brawn, D.	05/09/2016 - 08/06/2016
HNRS5098	(1-6)	IND RESEARCH	702990	H	IS	TBA	IN	Brawn, D.	05/09/2016 - 08/06/2016
HORT1081	(3)	CINTI SUMMER HORT	701788	WEST	LE	W      	6:00p - 9:00p	CI	Trusty, S.	05/09/2016 - 08/06/2016
HORT3031	(3)	EDIB SUST LNDSCP II	701791	WEST	LE	F      	4:00p - 7:00p	CI	Hansel, J.	05/09/2016 - 08/06/2016
HORT4091	(1-3)	IND STUDY HORT	701801	IS	TBA	IN	Russell, V.	05/09/2016 - 08/06/2016
HORT6090	(3*)	RESEARCH TOPICS	701793	LE	TBA	CI	Russell, V.	05/09/2016 - 08/06/2016
HORT6090	(3*)	RESEARCH TOPICS	701795	LE	TBA	CI	Staff	05/09/2016 - 08/06/2016
HORT6090	(3*)	RESEARCH TOPICS	701796	LE	TBA	CI	Staff	05/09/2016 - 08/06/2016
HPE1001	(3)	PERSONAL HEALTH	701817	LE	TBA	WB	Staff	05/09/2016 - 08/06/2016
HPE1002	(3)	INTRO PUBLIC HLTH	701818	LE	TBA	WB	Staff	05/09/2016 - 08/06/2016
HPE1004	(3)	INTRO EPIDEMIOLOGY	701820	LE	TBA	WB	Merianos, A.	05/09/2016 - 08/06/2016
HPE1005	(3)	MENTAL HLTH ISSUES	701822	LE	TBA	WB	Vidourek, R.	05/09/2016 - 08/06/2016
